RMID	FirstName	LastName	Address	Latitude	Longitude	City	State	Zip	LandlinePhoneNumber	CellPhone	BirthDate	MaritalStatus	HirePrediction	HomePurchaseYear	HomeYearBuilt	HomeEstCurrentValue	HouseholdNetWorth	RoofMaterial	LastStormDamage	HomeSize
01974	Robert	Wilson	985 Oak Court	37.1277	-113.4126	Downtown	UT	84790	919-764-6838	919-632-7003	1960-03-12	Widowed	Likely	2009	2009	$514,442	$947,764	Tile	2024-02-14	2392
01975	Robert	Martinez	684 Maple Road	37.1295	-113.4681	St. George	UT	84791	919-219-8240	919-692-5575	1975-06-26	Married	Less Likely	2019	2014	$357,280	$407,478	Unknown	2023-01-12	2318
01976	William	Davis	598 Maple Drive	33.4792	-112.0704	Arts District	AZ	85003	919-307-8260	919-767-4112	1970-02-21	Married	Likely	2009	2014	$469,113	$616,872	Metal	2023-10-25	1956
01977	John	Johnson	239 Elm Road	35.0499	-106.5390	University Area	NM	87002	919-503-9050	919-453-6664	1987-02-06	Widowed	Very Likely	2015	1992	$448,821	$489,355	Metal	2024-11-26	2420
01978	Patricia	Anderson	523 Walnut Circle	35.0376	-106.5512	Central Albuquerque	NM	87002	919-389-1144	919-228-5947	1986-06-21	Divorced	Less Likely	2011	2000	$402,824	$943,252	Metal	2023-07-29	2555
01979	Patricia	Wilson	411 Poplar Circle	33.4846	-112.0921	Garfield	AZ	85002	919-495-8710	919-747-2984	1989-08-08	Married	Unlikely	2020	2003	$470,472	$699,823	Composition Shingle	2024-11-03	2228
01980	David	Anderson	607 Spruce Road	33.4121	-112.0875	Historic District	AZ	85003	919-456-9213	919-436-4303	1965-10-31	Married	Very Likely	2020	2020	$389,279	$782,355	Tile	2024-05-22	2710
01981	Robert	Wilson	389 Spruce Road	33.4262	-112.0614	Garfield	AZ	85002	919-348-4973	919-707-6076	1972-11-19	Divorced	Very Likely	2020	2008	$429,093	$526,317	Metal	2024-06-03	2667
01982	Mary	Taylor	539 Poplar Road	37.1608	-113.4107	St. George	UT	84790	919-631-5693	919-565-3347	1984-12-11	Divorced	Less Likely	2018	2016	$455,805	$450,693	Metal	2024-04-04	2716
01983	Robert	Anderson	117 Poplar Circle	33.4595	-112.0434	Central Phoenix	AZ	85002	919-164-1758	919-723-2328	1971-08-27	Single	Unlikely	2016	2000	$422,642	$1,186,772	Tile	2023-07-03	2084
01984	Elizabeth	Miller	716 Hickory Lane	37.1131	-113.4401	Dixie Downs	UT	84791	919-980-6875	919-518-8990	1968-05-18	Divorced	Very Likely	2020	2019	$505,287	$557,058	Unknown	2024-02-04	2784
01985	Patricia	Brown	182 Elm Circle	37.1782	-113.4575	Historic District	UT	84790	919-114-5084	919-922-9862	1985-04-21	Single	Unlikely	2015	2008	$429,211	$1,055,773	Tile	2024-07-26	2520
01986	John	Johnson	646 Walnut Lane	33.4292	-112.0744	Central City	AZ	85003	919-723-9400	919-284-8540	1963-01-18	Widowed	Likely	2017	2015	$515,827	$1,131,778	Tile	2024-11-10	2446
01987	David	Smith	598 Poplar Lane	33.4274	-112.0984	Government District	AZ	85001	919-132-5843	919-529-2254	1988-06-14	Married	Very Likely	2015	1995	$440,134	$664,201	Tile	2023-08-04	2399
01988	Elizabeth	Brown	181 Birch Drive	37.1479	-113.4713	St. George	UT	84790	919-210-2021	919-215-7922	1987-03-19	Divorced	Likely	2010	1994	$459,262	$350,758	Metal	2023-10-30	2019
01989	Michael	Anderson	638 Hickory Lane	37.1747	-113.4474	Dixie Downs	UT	84791	919-561-6401	919-284-2833	1989-07-14	Married	Likely	2019	2001	$436,622	$652,912	Composition Shingle	2024-07-14	2475
01990	Michael	Martinez	619 Poplar Avenue	33.4934	-112.0975	Central City	AZ	85003	919-920-3795	919-729-8541	1970-01-18	Widowed	Less Likely	2010	1998	$378,682	$1,107,850	Unknown	2023-08-20	2645
01991	Michael	Anderson	551 Hickory Street	35.0472	-106.5552	Nob Hill	NM	87002	919-964-3283	919-958-6410	1975-11-04	Married	Unlikely	2019	2004	$386,680	$1,033,607	Composition Shingle	2023-05-04	2651
01992	Mary	Williams	221 Birch Circle	35.0232	-106.5459	Old Town	NM	87001	919-273-6591	919-319-8567	1970-10-07	Divorced	Unlikely	2020	1996	$414,227	$337,744	Metal	2024-01-12	2085
01993	Robert	Miller	725 Cedar Court	37.1469	-113.4250	Historic District	UT	84790	919-129-7154	919-628-4474	1989-07-19	Single	Less Likely	2009	1998	$481,822	$412,438	Unknown	2023-03-07	2035
01994	Jennifer	Johnson	520 Pine Road	35.0653	-106.5484	Downtown Albuquerque	NM	87001	919-653-5147	919-849-6915	1979-06-20	Married	Likely	2016	1990	$438,766	$426,032	Tile	2023-11-23	2371
01995	Jennifer	Smith	857 Pine Way	35.0050	-106.5056	Nob Hill	NM	87002	919-713-3816	919-953-4062	1970-05-29	Married	Possible	2020	2017	$457,490	$335,932	Unknown	2024-09-09	2205
01996	Jennifer	Taylor	710 Walnut Lane	37.1023	-113.4911	Downtown	UT	84790	919-555-2227	919-415-1074	1990-10-11	Married	Less Likely	2009	2020	$440,113	$585,162	Tile	2024-02-07	2785
01997	Patricia	Miller	575 Birch Avenue	33.4079	-112.0090	Central City	AZ	85003	919-882-1324	919-985-9486	1983-02-21	Single	Possible	2014	2020	$430,587	$1,110,205	Tile	2023-12-19	2592
01998	Michael	Brown	721 Elm Street	37.1886	-113.4138	St. George	UT	84790	919-469-8672	919-618-1310	1975-02-01	Divorced	Likely	2009	2010	$382,094	$1,176,523	Composition Shingle	2024-07-05	2203
01999	Patricia	Miller	926 Poplar Drive	33.4080	-112.0087	Central Business District	AZ	85001	919-390-8936	919-691-4653	1989-05-05	Divorced	Unlikely	2011	2002	$458,973	$702,846	Tile	2023-08-15	2686
02000	Elizabeth	Williams	306 Oak Court	33.4191	-112.0365	Downtown Phoenix	AZ	85001	919-543-5741	919-111-5745	1978-08-08	Widowed	Very Likely	2016	1995	$437,779	$606,422	Tile	2024-11-07	2349
02001	Mary	Davis	763 Maple Court	33.4973	-112.0006	Central City	AZ	85003	919-784-9602	919-340-4301	1964-09-15	Single	Likely	2008	1999	$458,163	$1,056,009	Tile	2024-07-20	2594
02002	Elizabeth	Wilson	422 Hickory Drive	33.4498	-112.0722	Roosevelt	AZ	85002	919-630-1908	919-219-1990	1982-09-07	Married	Likely	2016	2018	$513,097	$712,013	Composition Shingle	2023-06-23	2198
02003	Robert	Martinez	963 Spruce Drive	33.4718	-112.0803	Downtown Phoenix	AZ	85001	919-444-6551	919-935-5920	1978-12-01	Married	Unlikely	2019	2011	$447,956	$524,319	Metal	2023-10-28	1849
02004	William	Davis	749 Oak Way	37.1483	-113.4508	Dixie Downs	UT	84791	919-335-1269	919-464-8807	1960-12-31	Single	Very Likely	2020	1991	$421,569	$1,189,059	Unknown	2023-08-27	2670
02005	Mary	Martinez	613 Spruce Court	37.1286	-113.4555	Historic District	UT	84790	919-721-9357	919-485-5057	1978-07-14	Married	Very Likely	2019	2011	$514,942	$1,181,051	Metal	2024-12-05	2744
02006	Michael	Miller	274 Oak Lane	35.0631	-106.5039	Nob Hill	NM	87002	919-626-8467	919-778-1708	1974-11-15	Widowed	Likely	2020	1996	$463,509	$398,523	Tile	2023-03-09	1885
02007	John	Martinez	783 Birch Court	33.4187	-112.0450	Downtown Phoenix	AZ	85001	919-892-4144	919-821-3176	1976-06-03	Widowed	Less Likely	2015	1993	$442,084	$987,641	Metal	2024-12-03	2171
02008	David	Smith	621 Pine Court	37.1976	-113.4195	St. George	UT	84790	919-986-8435	919-363-5863	1966-11-30	Single	Very Likely	2008	2006	$451,547	$457,473	Tile	2023-07-05	2578
02009	David	Johnson	949 Birch Way	35.0509	-106.5837	Historic District	NM	87001	919-616-1095	919-955-4276	1986-09-19	Married	Likely	2014	1990	$495,027	$920,291	Tile	2024-05-27	1915
02010	William	Martinez	573 Maple Court	35.0580	-106.5636	Downtown Albuquerque	NM	87001	919-817-3247	919-530-1016	1966-09-17	Divorced	Possible	2012	1994	$388,812	$696,429	Tile	2024-02-14	1912
02011	Michael	Martinez	458 Cedar Way	35.0916	-106.5289	Historic District	NM	87001	919-324-4192	919-130-8249	1969-12-02	Married	Likely	2008	1991	$456,765	$970,869	Unknown	2024-10-09	2576
02012	Elizabeth	Anderson	576 Pine Lane	35.0488	-106.5396	Historic District	NM	87001	919-554-9506	919-717-9817	1960-04-14	Married	Likely	2017	2003	$481,799	$1,067,694	Composition Shingle	2024-09-03	2354
02013	David	Williams	742 Poplar Drive	37.1139	-113.4213	Dixie Downs	UT	84791	919-320-9639	919-340-3265	1974-02-19	Married	Possible	2015	2003	$353,401	$332,927	Unknown	2024-11-27	2737
02014	Patricia	Martinez	714 Cedar Circle	33.4326	-112.0446	Historic District	AZ	85003	919-123-3042	919-847-7208	1961-07-08	Single	Likely	2016	2019	$391,397	$548,708	Metal	2024-08-18	1917
02015	Mary	Miller	203 Cedar Lane	35.0342	-106.5795	Old Town	NM	87001	919-293-9868	919-712-5210	1980-02-01	Married	Very Likely	2014	2012	$447,955	$1,120,063	Unknown	2023-06-01	2772
02016	John	Johnson	896 Hickory Way	33.4060	-112.0605	Downtown Phoenix	AZ	85001	919-629-5018	919-420-5514	1972-09-16	Married	Less Likely	2018	1993	$437,576	$1,114,264	Unknown	2024-02-04	1898
02017	Patricia	Martinez	409 Cedar Lane	33.4623	-112.0441	Central City	AZ	85003	919-147-4061	919-756-3485	1964-10-02	Married	Very Likely	2008	2010	$356,382	$336,755	Composition Shingle	2023-09-19	2334
02018	Mary	Martinez	124 Oak Circle	33.4814	-112.0305	Government District	AZ	85001	919-864-6020	919-739-4690	1981-05-31	Married	Less Likely	2010	2007	$496,216	$316,827	Composition Shingle	2023-03-22	1829
02019	David	Johnson	208 Birch Street	35.0377	-106.5479	Downtown Albuquerque	NM	87001	919-287-6319	919-329-2399	1978-11-01	Divorced	Possible	2010	1998	$386,921	$412,090	Metal	2024-05-02	2188
02020	David	Smith	626 Birch Court	33.4344	-112.0080	Garfield	AZ	85002	919-234-2928	919-160-1242	1986-02-26	Single	Unlikely	2011	2001	$494,524	$849,834	Composition Shingle	2023-12-16	2323
02021	Mary	Williams	551 Elm Avenue	33.4425	-112.0033	Central Business District	AZ	85001	919-549-6218	919-619-8390	1972-05-12	Widowed	Likely	2011	2012	$456,107	$906,463	Tile	2023-07-28	1980
02022	William	Smith	996 Oak Drive	33.4187	-112.0779	Government District	AZ	85001	919-128-4981	919-165-7693	1963-05-22	Single	Possible	2013	2000	$438,027	$1,059,890	Composition Shingle	2023-01-15	2196
02023	Mary	Johnson	898 Hickory Court	33.4353	-112.0428	Central City	AZ	85003	919-595-5910	919-174-8618	1974-09-23	Single	Unlikely	2009	2000	$411,326	$769,478	Composition Shingle	2023-08-06	2047
02024	Elizabeth	Williams	232 Birch Way	37.1370	-113.4656	St. George	UT	84790	919-406-9112	919-986-4637	1982-06-27	Single	Less Likely	2008	2001	$353,051	$435,909	Unknown	2023-10-14	2124
02025	Susan	Davis	209 Cedar Street	33.4158	-112.0677	Central Phoenix	AZ	85002	919-956-3945	919-114-1418	1979-07-18	Single	Possible	2008	2004	$429,984	$636,252	Tile	2023-01-23	2338
02026	Jennifer	Smith	782 Pine Court	37.1327	-113.4770	St. George	UT	84790	919-322-1291	919-114-9563	1970-09-10	Divorced	Unlikely	2014	1996	$482,694	$973,802	Unknown	2023-09-25	2638
02027	Mary	Smith	787 Oak Street	37.1501	-113.4891	Historic District	UT	84790	919-456-5144	919-916-2709	1974-07-02	Married	Very Likely	2017	2009	$377,923	$962,032	Composition Shingle	2023-02-09	1957
02028	Elizabeth	Wilson	646 Pine Court	33.4806	-112.0738	Central Phoenix	AZ	85002	919-495-1326	919-753-5054	1978-05-30	Married	Likely	2018	2010	$387,764	$439,543	Unknown	2024-06-15	2005
02029	John	Brown	878 Oak Way	33.4619	-112.0600	Roosevelt	AZ	85002	919-736-9688	919-838-5722	1973-12-22	Divorced	Possible	2009	1996	$445,693	$862,820	Tile	2023-03-15	2472
02030	Mary	Brown	699 Pine Drive	37.1243	-113.4218	Sunset	UT	84791	919-409-1338	919-931-3938	1962-10-16	Divorced	Possible	2013	2020	$397,278	$548,359	Metal	2024-06-02	2109
02031	Mary	Smith	279 Birch Street	33.4332	-112.0480	Central City	AZ	85003	919-226-5127	919-577-3761	1973-04-28	Divorced	Likely	2016	2020	$482,528	$1,085,868	Unknown	2024-09-18	2278
02032	Jennifer	Martinez	743 Birch Drive	37.1159	-113.4537	St. George	UT	84790	919-658-4895	919-752-8897	1969-12-02	Widowed	Less Likely	2016	1991	$491,332	$528,643	Composition Shingle	2023-06-28	2267
02033	John	Brown	330 Walnut Way	35.0524	-106.5130	Historic District	NM	87001	919-622-3222	919-250-1268	1976-06-29	Single	Less Likely	2017	2019	$422,702	$488,212	Tile	2024-03-09	2386
02034	Susan	Smith	928 Poplar Circle	35.0862	-106.5221	University Area	NM	87002	919-816-2580	919-502-5899	1963-05-10	Single	Likely	2018	1995	$456,941	$1,001,962	Tile	2024-03-31	2626
02035	Robert	Johnson	713 Pine Court	33.4719	-112.0037	Roosevelt	AZ	85002	919-611-5217	919-898-9864	1970-09-10	Single	Less Likely	2016	2012	$384,623	$672,599	Tile	2023-07-02	2510
02036	Jennifer	Martinez	804 Walnut Street	37.1848	-113.4031	Sunset	UT	84791	919-567-7588	919-908-9909	1971-04-17	Single	Less Likely	2013	2015	$391,838	$1,076,165	Unknown	2023-11-27	2791
02037	Jennifer	Anderson	173 Poplar Court	35.0782	-106.5925	Downtown Albuquerque	NM	87001	919-353-1854	919-152-6747	1978-11-09	Single	Very Likely	2008	2015	$495,613	$592,458	Metal	2024-12-22	2793
02038	William	Williams	914 Walnut Avenue	33.4894	-112.0713	Arts District	AZ	85003	919-184-1985	919-551-8418	1988-05-19	Divorced	Possible	2011	1995	$461,088	$1,044,320	Metal	2024-05-10	2128
02039	Robert	Taylor	658 Oak Road	33.4663	-112.0114	Central Business District	AZ	85001	919-146-4085	919-215-6966	1988-12-14	Divorced	Unlikely	2012	1995	$356,533	$1,192,772	Unknown	2024-04-03	2072
02040	Susan	Johnson	481 Oak Road	37.1070	-113.4712	St. George	UT	84790	919-372-6508	919-604-6523	1973-09-08	Single	Very Likely	2013	2009	$414,056	$1,136,018	Metal	2024-03-15	1933
02041	Patricia	Johnson	540 Birch Road	35.0857	-106.5278	Historic District	NM	87001	919-902-5932	919-126-4703	1965-06-10	Single	Likely	2015	2012	$422,090	$840,703	Composition Shingle	2024-10-17	2194
02042	Robert	Smith	432 Oak Street	33.4865	-112.0553	Historic District	AZ	85003	919-178-1069	919-634-4381	1970-02-15	Married	Possible	2013	1995	$462,738	$756,100	Unknown	2024-01-06	1924
02043	Patricia	Johnson	673 Walnut Way	33.4606	-112.0369	Garfield	AZ	85002	919-307-5260	919-811-5481	1976-10-28	Divorced	Less Likely	2010	2020	$431,992	$897,691	Metal	2024-09-25	2266
02044	Susan	Johnson	823 Walnut Drive	37.1988	-113.4197	Historic District	UT	84790	919-571-8944	919-612-6327	1986-05-15	Married	Less Likely	2008	2003	$404,824	$548,745	Unknown	2023-06-13	2786
02045	Mary	Williams	577 Oak Court	35.0896	-106.5153	Old Town	NM	87001	919-876-8658	919-570-1037	1961-08-30	Married	Likely	2019	2008	$465,711	$857,548	Composition Shingle	2024-06-25	2127
02046	John	Wilson	659 Spruce Way	37.1803	-113.4386	St. George	UT	84790	919-102-2183	919-733-6998	1980-12-18	Single	Unlikely	2014	2009	$375,590	$922,191	Composition Shingle	2023-07-08	1908
02047	Mary	Johnson	256 Elm Way	33.4532	-112.0938	Downtown Phoenix	AZ	85001	919-811-5089	919-723-8316	1971-06-24	Married	Less Likely	2008	2007	$506,636	$1,017,954	Unknown	2023-04-08	2306
02048	Robert	Davis	757 Elm Avenue	35.0738	-106.5223	Historic District	NM	87001	919-729-4509	919-540-8563	1971-04-10	Single	Likely	2008	2002	$431,229	$1,150,581	Tile	2023-03-12	2113
02049	Mary	Brown	676 Birch Drive	35.0610	-106.5166	Nob Hill	NM	87002	919-574-4623	919-164-7607	1969-10-30	Single	Less Likely	2008	2014	$371,611	$922,706	Composition Shingle	2024-03-08	2157
02050	Elizabeth	Smith	755 Birch Circle	35.0319	-106.5238	Old Town	NM	87001	919-710-5090	919-417-6961	1972-08-10	Married	Less Likely	2009	1997	$489,467	$1,065,430	Tile	2023-11-25	2788
02051	Michael	Anderson	241 Maple Way	37.1545	-113.4110	Historic District	UT	84790	919-763-9376	919-736-3223	1977-12-07	Divorced	Likely	2010	1997	$465,926	$343,536	Unknown	2024-06-12	1855
02052	Susan	Wilson	918 Poplar Court	33.4109	-112.0841	Central Phoenix	AZ	85002	919-751-5817	919-149-8765	1969-10-31	Married	Unlikely	2013	1999	$508,556	$535,068	Unknown	2023-11-24	2724
02053	John	Anderson	621 Walnut Avenue	33.4902	-112.0479	Roosevelt	AZ	85002	919-407-5334	919-900-6578	1989-10-01	Single	Possible	2014	2004	$396,183	$882,331	Metal	2023-11-27	2446
02054	Elizabeth	Martinez	309 Elm Way	35.0844	-106.5179	Historic District	NM	87001	919-234-5618	919-356-9343	1989-02-13	Divorced	Likely	2013	2017	$505,734	$486,187	Tile	2023-11-19	2154
02055	Robert	Smith	733 Cedar Court	37.1212	-113.4121	St. George	UT	84790	919-403-8583	919-353-8467	1970-05-22	Married	Unlikely	2020	1996	$426,991	$943,573	Tile	2024-06-23	2474
02056	John	Davis	994 Elm Lane	37.1830	-113.4405	St. George	UT	84791	919-469-1273	919-259-4130	1975-05-28	Single	Possible	2020	1995	$357,877	$705,978	Metal	2024-12-10	2796
02057	Jennifer	Wilson	942 Spruce Street	37.1587	-113.4470	Historic District	UT	84790	919-483-6178	919-661-7988	1964-12-03	Single	Very Likely	2020	2011	$508,290	$479,712	Tile	2024-02-02	2397
02058	Robert	Davis	446 Oak Road	35.0903	-106.5177	Old Town	NM	87001	919-581-9142	919-357-7060	1984-08-22	Widowed	Less Likely	2009	2011	$398,188	$706,539	Tile	2024-04-06	1926
02059	Susan	Miller	523 Birch Street	33.4364	-112.0103	Central Phoenix	AZ	85002	919-182-5177	919-309-7040	1972-06-23	Married	Unlikely	2016	1993	$516,650	$1,117,867	Metal	2024-03-10	2208
02060	Jennifer	Wilson	441 Cedar Avenue	33.4817	-112.0053	Garfield	AZ	85002	919-839-3333	919-325-4007	1970-04-14	Single	Very Likely	2014	2003	$456,887	$812,003	Composition Shingle	2023-08-15	1876
02061	Mary	Miller	315 Birch Court	33.4991	-112.0890	Central Business District	AZ	85001	919-236-4796	919-830-1000	1965-10-30	Married	Very Likely	2018	2018	$439,871	$932,587	Unknown	2023-01-19	1905
02062	John	Williams	797 Maple Street	33.4314	-112.0821	Roosevelt	AZ	85002	919-774-3982	919-655-3333	1978-11-12	Divorced	Possible	2020	2003	$496,106	$752,941	Metal	2024-11-10	2715
02063	William	Johnson	334 Spruce Avenue	37.1187	-113.4073	Downtown	UT	84790	919-820-7697	919-450-4261	1980-03-23	Married	Unlikely	2017	2018	$365,657	$601,904	Composition Shingle	2023-11-27	2502
02064	William	Wilson	838 Birch Street	35.0594	-106.5869	Downtown Albuquerque	NM	87001	919-648-3779	919-336-1830	1983-07-03	Divorced	Very Likely	2012	2016	$466,271	$1,097,958	Composition Shingle	2024-02-09	1841
02065	Jennifer	Williams	818 Birch Court	37.1901	-113.4272	St. George	UT	84790	919-537-7070	919-319-5578	1978-02-04	Single	Possible	2011	2020	$414,356	$401,214	Metal	2024-05-06	2593
02066	Robert	Johnson	711 Walnut Circle	33.4617	-112.0888	Arts District	AZ	85003	919-854-1478	919-231-2042	1972-12-14	Widowed	Very Likely	2016	2016	$440,028	$583,442	Composition Shingle	2023-02-02	2279
02067	Susan	Smith	852 Maple Court	35.0241	-106.5470	Historic District	NM	87001	919-880-5872	919-745-4026	1964-01-17	Divorced	Unlikely	2016	2013	$514,214	$1,061,438	Composition Shingle	2024-04-27	1865
02068	Susan	Anderson	358 Hickory Circle	33.4025	-112.0964	Government District	AZ	85001	919-281-4770	919-593-9621	1972-07-23	Married	Likely	2017	2006	$428,695	$1,089,828	Tile	2024-12-08	2027
02069	Susan	Wilson	716 Cedar Street	35.0637	-106.5942	Old Town	NM	87001	919-438-2300	919-836-1450	1966-06-21	Married	Less Likely	2008	2015	$470,163	$667,188	Unknown	2023-05-19	1867
02070	Mary	Miller	380 Elm Avenue	33.4178	-112.0791	Central Phoenix	AZ	85002	919-860-3292	919-163-5314	1975-04-10	Single	Likely	2019	2009	$378,412	$432,884	Tile	2024-09-26	1858
02071	William	Brown	169 Walnut Circle	37.1579	-113.4714	Sunset	UT	84791	919-310-1264	919-524-7034	1961-03-28	Single	Very Likely	2017	2005	$488,382	$487,485	Tile	2024-04-18	1893
02072	Jennifer	Johnson	356 Birch Drive	37.1025	-113.4449	Sunset	UT	84791	919-272-5974	919-644-8687	1970-05-07	Single	Possible	2020	2013	$452,073	$616,645	Unknown	2024-11-29	2473
02073	John	Taylor	779 Walnut Drive	35.0938	-106.5685	Old Town	NM	87001	919-991-7693	919-195-8901	1980-12-26	Single	Possible	2014	2019	$440,408	$1,081,291	Unknown	2023-05-07	2647
02074	Michael	Martinez	761 Poplar Lane	33.4030	-112.0353	Central Business District	AZ	85001	919-695-5035	919-173-7875	1986-04-03	Divorced	Likely	2020	1990	$385,714	$800,378	Metal	2024-06-19	2053
02075	Mary	Taylor	256 Poplar Way	33.4023	-112.0334	Roosevelt	AZ	85002	919-906-1570	919-898-3491	1981-06-18	Widowed	Very Likely	2012	2017	$453,396	$1,058,765	Metal	2024-08-12	2194
02076	Susan	Anderson	212 Walnut Way	33.4362	-112.0253	Garfield	AZ	85002	919-781-8978	919-482-8526	1982-07-25	Single	Unlikely	2008	2004	$482,501	$1,003,966	Metal	2024-01-15	2239
02077	Robert	Taylor	725 Walnut Road	33.4367	-112.0044	Garfield	AZ	85002	919-746-4121	919-456-8254	1985-01-26	Married	Less Likely	2010	1990	$427,863	$332,665	Metal	2024-03-07	2337
02078	Mary	Davis	229 Birch Road	33.4301	-112.0111	Roosevelt	AZ	85002	919-922-5116	919-667-4432	1968-06-26	Widowed	Less Likely	2013	2012	$442,318	$817,174	Composition Shingle	2023-02-11	2448
02079	Jennifer	Smith	345 Poplar Road	33.4641	-112.0857	Roosevelt	AZ	85002	919-117-7104	919-562-3228	1984-08-18	Single	Unlikely	2010	2020	$390,167	$975,086	Metal	2024-08-21	2413
02080	David	Davis	108 Elm Court	37.1359	-113.4102	St. George	UT	84790	919-333-7539	919-672-5594	1990-07-14	Married	Likely	2020	2000	$413,117	$969,937	Metal	2023-12-17	2562
02081	Robert	Taylor	918 Cedar Court	37.1953	-113.4697	Historic District	UT	84790	919-418-7683	919-976-3939	1972-11-30	Single	Unlikely	2017	2016	$465,226	$821,542	Tile	2023-06-14	2271
02082	Jennifer	Brown	465 Poplar Circle	33.4285	-112.0730	Roosevelt	AZ	85002	919-518-2082	919-309-8921	1974-07-16	Married	Likely	2019	2016	$359,042	$673,880	Tile	2023-05-11	2224
02083	Susan	Anderson	765 Elm Avenue	33.4055	-112.0254	Garfield	AZ	85002	919-106-8143	919-807-9490	1962-06-25	Widowed	Possible	2009	2012	$401,514	$912,432	Metal	2024-01-16	2115
02084	David	Miller	230 Poplar Street	35.0200	-106.5694	Downtown Albuquerque	NM	87001	919-639-2169	919-255-9619	1986-08-03	Divorced	Likely	2012	2010	$366,139	$634,580	Tile	2023-01-09	2769
02085	Elizabeth	Taylor	147 Poplar Circle	37.1550	-113.4728	Historic District	UT	84790	919-411-6813	919-167-3857	1962-11-22	Divorced	Less Likely	2020	1996	$423,184	$1,077,066	Tile	2024-04-02	2445
02086	Michael	Martinez	771 Poplar Lane	37.1580	-113.4777	Historic District	UT	84790	919-417-1649	919-361-9789	1982-03-05	Married	Unlikely	2009	2007	$418,811	$1,152,444	Tile	2024-03-12	2349
02087	Jennifer	Davis	895 Maple Road	37.1072	-113.4358	Dixie Downs	UT	84791	919-315-7716	919-709-2653	1964-08-17	Married	Very Likely	2013	2019	$478,837	$1,043,170	Metal	2024-03-19	1974
02088	Patricia	Williams	945 Poplar Lane	35.0624	-106.5792	Downtown Albuquerque	NM	87001	919-375-7419	919-875-4026	1977-01-28	Single	Possible	2015	1999	$497,774	$1,054,973	Metal	2023-09-27	1800
02089	Michael	Davis	174 Elm Lane	37.1217	-113.4454	Downtown	UT	84790	919-210-3444	919-582-2303	1969-12-14	Married	Very Likely	2018	2012	$369,222	$1,052,668	Metal	2023-10-21	2060
02090	Elizabeth	Smith	900 Cedar Way	35.0755	-106.5165	Nob Hill	NM	87002	919-413-5163	919-763-7229	1977-09-06	Divorced	Very Likely	2016	2013	$456,221	$1,032,721	Composition Shingle	2024-07-07	2167
02091	Robert	Johnson	887 Pine Lane	37.1909	-113.4028	St. George	UT	84791	919-518-1158	919-456-1431	1966-09-14	Married	Likely	2019	2001	$452,246	$365,991	Metal	2023-03-19	2500
02092	William	Wilson	851 Poplar Way	33.4262	-112.0752	Arts District	AZ	85003	919-423-3792	919-106-7932	1972-09-24	Married	Possible	2015	1998	$426,786	$724,908	Tile	2024-04-05	2473
02093	Mary	Johnson	777 Maple Drive	35.0354	-106.5322	Historic District	NM	87001	919-435-1740	919-420-1763	1967-03-24	Married	Unlikely	2015	1995	$504,828	$1,032,898	Metal	2023-09-04	2204
02094	Elizabeth	Miller	452 Elm Circle	35.0323	-106.5684	Nob Hill	NM	87002	919-372-7951	919-343-3868	1983-02-08	Single	Less Likely	2011	2016	$404,646	$806,370	Unknown	2024-09-19	2016
02095	Mary	Brown	956 Maple Drive	33.4661	-112.0407	Central Phoenix	AZ	85002	919-814-7305	919-692-5785	1980-09-24	Married	Very Likely	2016	2016	$432,786	$1,041,713	Unknown	2023-06-13	2146
02096	John	Taylor	953 Maple Way	37.1645	-113.4688	St. George	UT	84791	919-497-8948	919-652-2442	1979-01-22	Divorced	Very Likely	2011	2015	$512,015	$1,034,084	Composition Shingle	2023-07-28	2003
02097	Mary	Williams	151 Poplar Way	35.0964	-106.5926	Nob Hill	NM	87002	919-977-1056	919-131-4926	1966-09-12	Married	Less Likely	2010	2000	$513,169	$858,273	Tile	2024-07-20	2506
02098	John	Wilson	729 Poplar Road	35.0258	-106.5073	University Area	NM	87002	919-118-4782	919-309-6536	1982-05-29	Divorced	Very Likely	2020	2019	$491,549	$598,939	Unknown	2023-05-11	2059
02099	William	Smith	246 Oak Street	33.4833	-112.0912	Central Business District	AZ	85001	919-780-2941	919-123-5199	1976-01-31	Married	Possible	2011	2003	$382,596	$562,004	Unknown	2023-07-02	1844
02100	Michael	Johnson	336 Maple Road	35.0459	-106.5944	Central Albuquerque	NM	87002	919-646-2946	919-732-8318	1970-02-22	Single	Possible	2010	2019	$429,930	$885,171	Unknown	2023-11-16	2110
02101	Michael	Martinez	366 Walnut Way	35.0550	-106.5183	Central Albuquerque	NM	87002	919-632-3060	919-234-8463	1964-10-21	Single	Possible	2018	1996	$516,381	$809,669	Metal	2024-10-25	1970
02102	Susan	Anderson	751 Oak Drive	37.1130	-113.4033	St. George	UT	84791	919-799-4327	919-590-3323	1961-12-03	Widowed	Possible	2016	2001	$477,266	$993,751	Metal	2024-07-10	2090
02103	Elizabeth	Johnson	614 Walnut Circle	33.4069	-112.0355	Garfield	AZ	85002	919-773-8408	919-934-2551	1986-01-01	Single	Less Likely	2009	2005	$503,042	$435,731	Composition Shingle	2023-02-21	1861
02104	Susan	Brown	919 Maple Drive	33.4809	-112.0097	Central Phoenix	AZ	85002	919-988-9138	919-212-4016	1982-06-05	Single	Less Likely	2016	2008	$361,644	$623,387	Unknown	2024-01-01	2326
